	Label	Key	From	To	Last Updated	Frequency	Country	Item	Country.1	Data type	Balance sheet suffix	Long description
68	Exposures to credit risk - Risk exposure amount for contributions to the default fund of a CCP	SUP.Q.BG.W0._Z.E1100._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E1100	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - Risk exposure amount for contributions to the default fund of a CCP, All exposures, Closing balance sheet/Positions/Stocks, Euro
69	Securitisation positions	SUP.Q.BG.W0._Z.E1300._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E1300	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Securitisation positions, All exposures, Closing balance sheet/Positions/Stocks, Euro
70	Exposures to credit risk - Standardised approach (SA)	SUP.Q.BG.W0._Z.E2000._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E2000	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
71	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Institutions	SUP.Q.BG.W0._Z.E2130._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E2130	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Institutions, All exposures, Closing balance sheet/Positions/Stocks, Euro
72	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Corporates	SUP.Q.BG.W0._Z.E2135._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E2135	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Corporates, All exposures, Closing balance sheet/Positions/Stocks, Euro
73	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Retail	SUP.Q.BG.W0._Z.E2140._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E2140	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Secured by mortgages on immovable property, All exposures, Closing balance sheet/Positions/Stocks, Euro
74	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Secured by mortgages on immovable property	SUP.Q.BG.W0._Z.E2145._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E2145	ALL	LE	E	
75	Exposures to credit risk - Internal ratings based Approach (IRB)	SUP.Q.BG.W0._Z.E3000._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E3000	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - Internal ratings based Approach (IRB), All exposures, Closing balance sheet/Positions/Stocks, Euro
76	Exposures to credit risk - IRB approach - corporates (SME, specialised lending and other)	SUP.Q.BG.W0._Z.E324C._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E324C	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - corporates (SME, specialised lending and other), All exposures, Closing balance sheet/Positions/Stocks, Euro
77	Exposures to credit risk - IRB approach - retail (secured by real estate property SME and non-SME)	SUP.Q.BG.W0._Z.E324E._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E324E	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - retail (secured by real estate property SME and non-SME), All exposures, Closing balance sheet/Positions/Stocks, Euro
78	Exposures to credit risk - IRB approach - institutions	SUP.Q.BG.W0._Z.E324I._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E324I	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - institutions, All exposures, Closing balance sheet/Positions/Stocks, Euro
79	Exposures to credit risk - IRB approach - retail (qualifying revolving, other SME and other non-SME)	SUP.Q.BG.W0._Z.E324Q._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E324Q	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - retail (qualifying revolving, other SME and other non-SME), All exposures, Closing balance sheet/Positions/Stocks, Euro
80	TOTAL RISK EXPOSURE AMOUNT FOR SETTLEMENT/DELIVERY	SUP.Q.BG.W0._Z.E4000._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E4000	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR SETTLEMENT/DELIVERY, All exposures, Closing balance sheet/Positions/Stocks, Euro
81	TOTAL RISK EXPOSURE AMOUNT FOR POSITION, FOREIGN EXCHANGE AND COMMODITIES RISKS	SUP.Q.BG.W0._Z.E5000._T._Z._Z.ALL.LE.E.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	E5000	ALL	LE	E	 Bulgaria, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR POSITION, FOREIGN EXCHANGE AND COMMODITIES RISKS, All exposures, Closing balance sheet/Positions/Stocks, Euro
82	Number of institutions - Core equity tier 1 ratio (%) <= 10	SUP.Q.BG._Z._Z.D5130._T._Z._Z._Z._Z.Z.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	D5130	_Z	_Z	Z	 Bulgaria, Number of institutions - Core equity tier 1 ratio (%) <= 10
83	Number of institutions - Core equity tier 1 ratio (%) between 10 - 20	SUP.Q.BG._Z._Z.D5170._T._Z._Z._Z._Z.Z.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	D5170	_Z	_Z	Z	 Bulgaria, Number of institutions - Core equity tier 1 ratio (%) between 10 - 20
84	Number of institutions - Core equity tier 1 ratio (%) > 20	SUP.Q.BG._Z._Z.D5180._T._Z._Z._Z._Z.Z.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	D5180	_Z	_Z	Z	 Bulgaria, Number of institutions - Core equity tier 1 ratio (%) > 20
85	Number of institutions - Leverage ratio (%) <= 3	SUP.Q.BG._Z._Z.D7110._T._Z._Z._Z._Z.Z.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	D7110	_Z	_Z	Z	 Bulgaria, Number of institutions - Leverage ratio (%) <= 3
86	Number of institutions - Leverage ratio (%) between 3 - 6	SUP.Q.BG._Z._Z.D7120._T._Z._Z._Z._Z.Z.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	D7120	_Z	_Z	Z	 Bulgaria, Number of institutions - Leverage ratio (%) between 3 - 6
87	Number of institutions - Leverage ratio (%) > 6	SUP.Q.BG._Z._Z.D7130._T._Z._Z._Z._Z.Z.C	2020Q4	2022Q3	2023-01-11 10:00:00	Q	BG	D7130	_Z	_Z	Z	 Bulgaria, Number of institutions - Leverage ratio (%) > 6
88	TOTAL RISK EXPOSURE AMOUNT / TOTAL EXPOSURES	SUP.Q.CY.W0._Z.E0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E0000	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT / TOTAL EXPOSURES, All exposures, Closing balance sheet/Positions/Stocks, Euro
89	TOTAL EXPOSURES FOR CREDIT, COUNTERPARTY CREDIT AND DILUTION RISKS AND FREE DELIVERIES	SUP.Q.CY.W0._Z.E1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E1000	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), TOTAL EXPOSURES FOR CREDIT, COUNTERPARTY CREDIT AND DILUTION RISKS AND FREE DELIVERIES, All exposures, Closing balance sheet/Positions/Stocks, Euro
90	Exposures to credit risk - Risk exposure amount for contributions to the default fund of a CCP	SUP.Q.CY.W0._Z.E1100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E1100	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - Risk exposure amount for contributions to the default fund of a CCP, All exposures, Closing balance sheet/Positions/Stocks, Euro
91	Securitisation positions	SUP.Q.CY.W0._Z.E1300._T._Z._Z.ALL.LE.E.C	2020Q1	2022Q3	2023-01-11 10:00:00	Q	CY	E1300	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Securitisation positions, All exposures, Closing balance sheet/Positions/Stocks, Euro
92	Exposures to credit risk - Standardised approach (SA)	SUP.Q.CY.W0._Z.E2000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E2000	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
93	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Institutions	SUP.Q.CY.W0._Z.E2130._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E2130	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Institutions, All exposures, Closing balance sheet/Positions/Stocks, Euro
94	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Corporates	SUP.Q.CY.W0._Z.E2135._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E2135	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Corporates, All exposures, Closing balance sheet/Positions/Stocks, Euro
95	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Retail	SUP.Q.CY.W0._Z.E2140._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E2140	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Secured by mortgages on immovable property, All exposures, Closing balance sheet/Positions/Stocks, Euro
96	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Secured by mortgages on immovable property	SUP.Q.CY.W0._Z.E2145._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E2145	ALL	LE	E	
97	Exposures to credit risk - Internal ratings based Approach (IRB)	SUP.Q.CY.W0._Z.E3000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E3000	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - Internal ratings based Approach (IRB), All exposures, Closing balance sheet/Positions/Stocks, Euro
98	Exposures to credit risk - IRB approach - corporates (SME, specialised lending and other)	SUP.Q.CY.W0._Z.E324C._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E324C	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - corporates (SME, specialised lending and other), All exposures, Closing balance sheet/Positions/Stocks, Euro
99	Exposures to credit risk - IRB approach - retail (secured by real estate property SME and non-SME)	SUP.Q.CY.W0._Z.E324E._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E324E	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - retail (secured by real estate property SME and non-SME), All exposures, Closing balance sheet/Positions/Stocks, Euro
100	Exposures to credit risk - IRB approach - institutions	SUP.Q.CY.W0._Z.E324I._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E324I	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - institutions, All exposures, Closing balance sheet/Positions/Stocks, Euro
101	Exposures to credit risk - IRB approach - retail (qualifying revolving, other SME and other non-SME)	SUP.Q.CY.W0._Z.E324Q._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E324Q	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), Exposures to credit risk - IRB approach - retail (qualifying revolving, other SME and other non-SME), All exposures, Closing balance sheet/Positions/Stocks, Euro
102	TOTAL RISK EXPOSURE AMOUNT FOR SETTLEMENT/DELIVERY	SUP.Q.CY.W0._Z.E4000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E4000	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR SETTLEMENT/DELIVERY, All exposures, Closing balance sheet/Positions/Stocks, Euro
103	TOTAL RISK EXPOSURE AMOUNT FOR POSITION, FOREIGN EXCHANGE AND COMMODITIES RISKS	SUP.Q.CY.W0._Z.E5000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	E5000	ALL	LE	E	 Cyprus, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR POSITION, FOREIGN EXCHANGE AND COMMODITIES RISKS, All exposures, Closing balance sheet/Positions/Stocks, Euro
104	Number of institutions - Core equity tier 1 ratio (%) <= 10	SUP.Q.CY._Z._Z.D5130._T._Z._Z._Z._Z.Z.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	D5130	_Z	_Z	Z	 Cyprus, Number of institutions - Core equity tier 1 ratio (%) <= 10
105	Number of institutions - Core equity tier 1 ratio (%) between 10 - 20	SUP.Q.CY._Z._Z.D5170._T._Z._Z._Z._Z.Z.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	D5170	_Z	_Z	Z	 Cyprus, Number of institutions - Core equity tier 1 ratio (%) between 10 - 20
106	Number of institutions - Core equity tier 1 ratio (%) > 20	SUP.Q.CY._Z._Z.D5180._T._Z._Z._Z._Z.Z.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	D5180	_Z	_Z	Z	 Cyprus, Number of institutions - Core equity tier 1 ratio (%) > 20
107	Number of institutions - Leverage ratio (%) <= 3	SUP.Q.CY._Z._Z.D7110._T._Z._Z._Z._Z.Z.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	D7110	_Z	_Z	Z	 Cyprus, Number of institutions - Leverage ratio (%) <= 3
108	Number of institutions - Leverage ratio (%) between 3 - 6	SUP.Q.CY._Z._Z.D7120._T._Z._Z._Z._Z.Z.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	D7120	_Z	_Z	Z	 Cyprus, Number of institutions - Leverage ratio (%) between 3 - 6
109	Number of institutions - Leverage ratio (%) > 6	SUP.Q.CY._Z._Z.D7130._T._Z._Z._Z._Z.Z.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	D7130	_Z	_Z	Z	 Cyprus, Number of institutions - Leverage ratio (%) > 6
110	TOTAL RISK EXPOSURE AMOUNT / TOTAL EXPOSURES	SUP.Q.DE.W0._Z.E0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E0000	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT / TOTAL EXPOSURES, All exposures, Closing balance sheet/Positions/Stocks, Euro
111	TOTAL EXPOSURES FOR CREDIT, COUNTERPARTY CREDIT AND DILUTION RISKS AND FREE DELIVERIES	SUP.Q.DE.W0._Z.E1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E1000	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), TOTAL EXPOSURES FOR CREDIT, COUNTERPARTY CREDIT AND DILUTION RISKS AND FREE DELIVERIES, All exposures, Closing balance sheet/Positions/Stocks, Euro
112	Exposures to credit risk - Risk exposure amount for contributions to the default fund of a CCP	SUP.Q.DE.W0._Z.E1100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E1100	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), Exposures to credit risk - Risk exposure amount for contributions to the default fund of a CCP, All exposures, Closing balance sheet/Positions/Stocks, Euro
113	Securitisation positions	SUP.Q.DE.W0._Z.E1300._T._Z._Z.ALL.LE.E.C	2020Q1	2022Q3	2023-01-11 10:00:00	Q	DE	E1300	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), Securitisation positions, All exposures, Closing balance sheet/Positions/Stocks, Euro
114	Exposures to credit risk - Standardised approach (SA)	SUP.Q.DE.W0._Z.E2000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E2000	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
115	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Institutions	SUP.Q.DE.W0._Z.E2130._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E2130	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Institutions, All exposures, Closing balance sheet/Positions/Stocks, Euro
116	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Corporates	SUP.Q.DE.W0._Z.E2135._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E2135	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Corporates, All exposures, Closing balance sheet/Positions/Stocks, Euro
117	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Retail	SUP.Q.DE.W0._Z.E2140._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E2140	ALL	LE	E	 Germany, World (all entities, including reference area, including IO), Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Secured by mortgages on immovable property, All exposures, Closing balance sheet/Positions/Stocks, Euro
118	Exposures to credit risk - Standardised approach (SA) - SA exposure classes excluding securitisation positions - Secured by mortgages on immovable property	SUP.Q.DE.W0._Z.E2145._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	E2145	ALL	LE	E	
